"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22054","EpamInsightsPage_FindButtonRedirectCheck","","Thu Nov 14 14:12:23 GMT 2024","passed","Thu Nov 14 14:12:45 GMT 2024","","EpamWebTests.PageTests.InsightsPageTests","EpamWebTests.PageTests.InsightsPageTests",""
"","13932","Google_NetworkConnectionCheck","","Thu Nov 14 14:12:23 GMT 2024","passed","Thu Nov 14 14:12:37 GMT 2024","","EpamWebTests.PageTests.Tests","EpamWebTests.PageTests.Tests",""
"","23952","EpamHomepage_TitleCheck","","Thu Nov 14 14:12:23 GMT 2024","passed","Thu Nov 14 14:12:47 GMT 2024","","EpamWebTests.PageTests.Tests","EpamWebTests.PageTests.Tests",""
"","23791","EpamHomepage_HamburgerMenu","","Thu Nov 14 14:12:23 GMT 2024","passed","Thu Nov 14 14:12:47 GMT 2024","","EpamWebTests.PageTests.Tests","EpamWebTests.PageTests.Tests",""
"","21980","EpamInsightsPage_SearchFunctionalityCheck","","Thu Nov 14 14:12:23 GMT 2024","passed","Thu Nov 14 14:12:45 GMT 2024","","EpamWebTests.PageTests.InsightsPageTests","EpamWebTests.PageTests.InsightsPageTests",""
