"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 07 14:29:05 GMT 2024","Thu Nov 07 14:29:18 GMT 2024","13313","","EpamWebTests.PageTests.InsightsPageTests","","EpamWebTests.PageTests.InsightsPageTests","","EpamInsightsPage_FindButtonRedirectCheck",""
"passed","Thu Nov 07 14:29:05 GMT 2024","Thu Nov 07 14:29:22 GMT 2024","17389","","EpamWebTests.PageTests.Tests","","EpamWebTests.PageTests.Tests","","EpamHomepage_HamburgerMenu",""
"failed","Thu Nov 07 14:29:05 GMT 2024","Thu Nov 07 14:29:22 GMT 2024","16929","","EpamWebTests.PageTests.InsightsPageTests","","EpamWebTests.PageTests.InsightsPageTests","","EpamInsightsPage_SearchFunctionalityCheck",""
"passed","Thu Nov 07 14:29:05 GMT 2024","Thu Nov 07 14:29:11 GMT 2024","5890","","EpamWebTests.PageTests.Tests","","EpamWebTests.PageTests.Tests","","Google_NetworkConnectionCheck",""
"passed","Thu Nov 07 14:29:05 GMT 2024","Thu Nov 07 14:29:22 GMT 2024","16885","","EpamWebTests.PageTests.Tests","","EpamWebTests.PageTests.Tests","","EpamHomepage_TitleCheck",""
