"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15625","EpamHomepage_HamburgerMenu","","Mon Nov 18 20:05:00 GMT 2024","passed","Mon Nov 18 20:05:16 GMT 2024","","EpamWebTests.PageTests.Tests","EpamWebTests.PageTests.Tests",""
"","14388","EpamInsightsPage_FindButtonRedirectCheck","","Mon Nov 18 20:05:00 GMT 2024","passed","Mon Nov 18 20:05:14 GMT 2024","","EpamWebTests.PageTests.InsightsPageTests","EpamWebTests.PageTests.InsightsPageTests",""
"","13948","EpamInsightsPage_SearchFunctionalityCheck","","Mon Nov 18 20:05:00 GMT 2024","passed","Mon Nov 18 20:05:14 GMT 2024","","EpamWebTests.PageTests.InsightsPageTests","EpamWebTests.PageTests.InsightsPageTests",""
"","14428","EpamHomepage_TitleCheck","","Mon Nov 18 20:05:00 GMT 2024","passed","Mon Nov 18 20:05:14 GMT 2024","","EpamWebTests.PageTests.Tests","EpamWebTests.PageTests.Tests",""
"","6583","Google_NetworkConnectionCheck","","Mon Nov 18 20:05:00 GMT 2024","passed","Mon Nov 18 20:05:07 GMT 2024","","EpamWebTests.PageTests.Tests","EpamWebTests.PageTests.Tests",""
