"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 29 10:56:20 GMT 2024","Tue Oct 29 10:56:33 GMT 2024","12668","","EpamWebTests.PageTests.Tests","","EpamWebTests.PageTests.Tests","","EpamHomepage_TitleCheck",""
"passed","Tue Oct 29 10:56:20 GMT 2024","Tue Oct 29 10:56:32 GMT 2024","11601","","EpamWebTests.PageTests.InsightsPageTests","","EpamWebTests.PageTests.InsightsPageTests","","EpamInsightsPage_FindButtonRedirectCheck",""
"failed","Tue Oct 29 10:56:20 GMT 2024","Tue Oct 29 10:56:30 GMT 2024","10006","","EpamWebTests.PageTests.InsightsPageTests","","EpamWebTests.PageTests.InsightsPageTests","","EpamInsightsPage_SearchFunctionalityCheck",""
"failed","Tue Oct 29 10:56:20 GMT 2024","Tue Oct 29 10:56:29 GMT 2024","8663","","EpamWebTests.PageTests.Tests","","EpamWebTests.PageTests.Tests","","EpamHomepage_HamburgerMenu",""
