"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20704","EpamInsightsPage_FindButtonRedirectCheck","","Wed Nov 13 10:35:56 GMT 2024","passed","Wed Nov 13 10:36:17 GMT 2024","","EpamWebTests.PageTests.InsightsPageTests","EpamWebTests.PageTests.InsightsPageTests",""
"","23162","EpamHomepage_HamburgerMenu","","Wed Nov 13 10:35:56 GMT 2024","passed","Wed Nov 13 10:36:19 GMT 2024","","EpamWebTests.PageTests.Tests","EpamWebTests.PageTests.Tests",""
"","21400","EpamInsightsPage_SearchFunctionalityCheck","","Wed Nov 13 10:35:56 GMT 2024","passed","Wed Nov 13 10:36:18 GMT 2024","","EpamWebTests.PageTests.InsightsPageTests","EpamWebTests.PageTests.InsightsPageTests",""
"","12657","Google_NetworkConnectionCheck","","Wed Nov 13 10:35:56 GMT 2024","passed","Wed Nov 13 10:36:09 GMT 2024","","EpamWebTests.PageTests.Tests","EpamWebTests.PageTests.Tests",""
"","23154","EpamHomepage_TitleCheck","","Wed Nov 13 10:35:56 GMT 2024","passed","Wed Nov 13 10:36:19 GMT 2024","","EpamWebTests.PageTests.Tests","EpamWebTests.PageTests.Tests",""
